Name,Calories,Total Fat,Saturated Fat,Trans Fat,Polyunsaturated Fat,Monounsaturated Fat,Cholesterol,Sodium,Total Carbohydrate,Dietary Fiber,Sugars,Protein,Vitamin D,Calcium,Iron,Potassium,Vitamin A,Vitamin C
potatoes-(flesh-without-skin-with-salt-boiled),86,0.1g,0.026g,0,0.043g,0.002g,0mg,241mg,20.01g,2g,0.85g,1.71g,0,8mg,0.31mg,328mg,0mcg,7.4mg
potatoes-(flesh-without-skin-without-salt-boiled),86,0.1g,0.026g,0,0.044g,0.002g,0mg,5mg,20.01g,1.8g,0.85g,1.71g,0,8mg,0.31mg,328mg,0mcg,7.4mg
potatoes-(flesh-without-salt-baked),93,0.1g,0.026g,0,0.043g,0.002g,0mg,5mg,21.55g,1.5g,1.7g,1.96g,0,5mg,0.35mg,391mg,0mcg,12.8mg
potatoes-(flesh-with-salt-baked),93,0.1g,0.026g,0,0.043g,0.002g,0mg,241mg,21.55g,1.5g,1.7g,1.96g,0,5mg,0.35mg,391mg,0mcg,12.8mg
potatoes-(flesh-with-salt-boiled),87,0.1g,0.026g,0,0.043g,0.002g,0mg,240mg,20.13g,2g,0.87g,1.87g,0,5mg,0.31mg,379mg,0mcg,13mg
potatoes-(flesh-with-salt-microwaved),100,0.1g,0.026g,0,0.043g,0.002g,0mg,243mg,23.28g,1.6g,0,2.1g,0,5mg,0.41mg,411mg,0mcg,15.1mg
potatoes-(skin-without-salt-baked),198,0.1g,0.026g,0,0.043g,0.002g,0mg,21mg,46.06g,7.9g,1.4g,4.29g,0,34mg,7.04mg,573mg,1mcg,13.5mg
potatoes-(flesh-without-salt-boiled),87,0.1g,0.026g,0,0.044g,0.002g,0mg,4mg,20.13g,1.8g,0.87g,1.87g,0,5mg,0.31mg,379mg,0mcg,13mg
potatoes-(skin-without-salt-boiled),78,0.1g,0.026g,0,0.043g,0.002g,0mg,14mg,17.21g,3.3g,0,2.86g,0,45mg,6.07mg,407mg,0mcg,5.2mg
potatoes-(flesh-without-salt-microwaved),100,0.1g,0.026g,0,0.043g,0.002g,0mg,7mg,23.28g,1.6g,0,2.1g,0,5mg,0.41mg,411mg,0mcg,15.1mg
potatoes-(skin-without-salt-microwaved),132,0.1g,0.026g,0,0.043g,0.002g,0mg,16mg,29.63g,5.5g,0,4.39g,0,46mg,5.94mg,650mg,0mcg,15.3mg
potatoes-(solid-and-liquids-canned),44,0.11g,0.029g,0,0.048g,0.002g,0mg,217mg,9.89g,1.4g,0,1.2g,0,39mg,0.72mg,205mg,0mcg,7.6mg
potatoes-(skin-with-salt-baked),198,0.1g,0.026g,0,0.043g,0.002g,0mg,257mg,46.06g,7.9g,1.4g,4.29g,0,34mg,7.04mg,573mg,1mcg,13.5mg
potatoes-(skin-with-salt-boiled),78,0.1g,0.026g,0,0.043g,0.002g,0mg,250mg,17.2g,3.3g,0,2.86g,0,45mg,6.07mg,407mg,0mcg,5.2mg
potherb-jute-(without-salt-drained-cooked-boiled),37,0.2g,0.03g,0,0.096g,0.014g,0mg,11mg,7.29g,2g,1g,3.68g,0,211mg,3.14mg,550mg,259mcg,33mg
potatoes-(whole-frozen),78,0.16g,0.041g,0,0.067g,0.003g,0mg,25mg,17.48g,1.2g,0.78g,2.38g,0,8mg,1.01mg,346mg,0mcg,14.2mg
potatoes-(whole-without-salt-frozen-drained-cooked-boiled),65,0.13g,0.034g,0,0.056g,0.003g,0mg,20mg,14.52g,1.4g,0,1.98g,0,7mg,0.84mg,287mg,0mcg,9.4mg
potherb-jute-(with-salt-drained-cooked-boiled),37,0.2g,0.03g,0,0.096g,0.014g,0mg,247mg,7.29g,2g,1g,3.68g,0,211mg,3.14mg,550mg,259mcg,33mg
potatoes-(with-salt-cooked-in-skin-microwaved),132,0.1g,0.026g,0,0.043g,0.002g,0mg,252mg,29.63g,5.5g,0,4.39g,0,46mg,5.94mg,650mg,0mcg,15.3mg
potatoes-(with-salt-frozen-drained-cooked-boiled),65,0.13g,0.034g,0,0.056g,0.003g,0mg,256mg,14.52g,1.4g,0,1.98g,0,7mg,0.84mg,287mg,0mcg,9.4mg
poultry-from-backs-and-necks-with-skin,272,24.73g,7.45g,0,4.96g,10.44g,130mg,40mg,0g,0g,0,11.39g,0,138mg,1.57mg,104mg,74mcg,1.5mg
poultry-from-backs-and-necks-without-skin,199,15.48g,4.71g,0,2.28g,7.41g,104mg,51mg,0g,0g,0,13.79g,0,123mg,1.73mg,128mg,32mcg,3mg
poultry-seasoning,307,7.53g,3.29g,0,1.936g,1.206g,0mg,27mg,65.59g,11.3g,3.08g,9.59g,0,996mg,35.3mg,684mg,132mcg,12mg
poultry-from-mature-hens,243,19.98g,4.73g,0,4.55g,9.3g,143mg,40mg,0g,0g,0,14.72g,0,187mg,1.22mg,104mg,45mcg,2mg
poultry-salad-sandwich-spread,200,13.52g,3.45g,0,6.22g,3.25g,30mg,377mg,7.41g,0g,0g,11.64g,0,10mg,0.61mg,183mg,42mcg,1mg
pound-cake-(fat-free),283,1.2g,0.259g,0,0.424g,0.166g,0mg,341mg,61g,1.1g,34.34g,5.4g,0,43mg,2.06mg,110mg,29mcg,0mg
powder--prosobee-lipil-next-step-mead-johnson-infant-formula,470,25g,8.905g,0,4.2g,7.8g,0mg,171mg,53.1g,0g,56g,15.6g,0,920mg,9.5mg,570mg,430mcg,57mg
powder--with-iron-good-start-essentials--soy-nestle-infant-formula,502,25.5g,11g,0,6g,8.1g,0mg,180mg,55.7g,0g,13.8g,12.5g,0,526mg,9mg,581mg,466mcg,60.1mg
powder-general-foods-international-coffees-suisse-mocha-flavored-instant-coffee-kraft,440,17.2g,4.3g,0,0,0,0mg,251mg,72.1g,3.4g,54.3g,3.5g,0,18mg,2.07mg,897mg,0,0mg
powder-general-foods-international-coffees-cafe-francais-flavored-instant-coffee-kraft,480,26.8g,6.4g,0,0,0,1mg,716mg,55.3g,3.2g,30.2g,4.2g,0,24mg,0.68mg,994mg,0,0mg
powder-general-foods-international-coffees-french-vanilla-cafe-flavored-instant-coffee-kraft,463,19.2g,4.6g,0,0,0,0mg,399mg,71.1g,1.4g,54.3g,2.5g,0,12mg,0.33mg,546mg,0,0mg
pound-cake-(other-than-butter-enriched),389,17.9g,4.647g,0,2.251g,9.935g,58mg,400mg,52.5g,1g,0,5.2g,0,64mg,1.62mg,106mg,35mcg,0.1mg
pound-cake-(other-than-butter-unenriched),389,17.9g,4.647g,0,2.251g,9.935g,58mg,400mg,52.5g,1g,0,5.2g,0,64mg,0.6mg,106mg,35mcg,0.1mg
powder-jell-o-brand-instant-pudding-and-pie-filling-chocolate-kraft-puddings,355,1.2g,0.5g,0,0,0,0mg,1477mg,89.6g,2.4g,66.7g,1.5g,0,16mg,2.13mg,290mg,0,0mg
powder-low-iron-enfamil-lipil-mead-johnson-infant-formula,520,27g,11.5g,0,5.3g,10g,17mg,139mg,56.2g,0g,56g,10.8g,8mcg,400mg,3.6mg,560mg,470mcg,62mg
powder-low-calorie-with-aspartame-orange-flavor-knox-drinking-gelatin-nabisco,375,0.79g,0.45g,0,0.04g,0.3g,0mg,167mg,24.91g,0,0,67.2g,0,67mg,0.89mg,13mg,0,270mg
powder-lemon-lime-flavor-gatorade-quaker-oats-drink-mix,364,0g,0,0,0,0,0,603mg,95.3g,0,89.7g,0g,0,0,0,201mg,0,0
powder-kool-aid-unsweetened-soft-drink-mix-tropical-punch-kraft,198,0g,0g,0,0,0,0mg,2577mg,9.6g,0.4g,3.3g,0g,0,1105mg,0.01mg,0mg,0,1000mg
powder-kool-aid-sugar-sweetened-soft-drink-mix-tropical-punch-kraft,375,0g,0g,0,0,0,0mg,9mg,95.6g,0g,95.2g,0g,0,164mg,0.07mg,2mg,0,35.3mg
powder-jell-o-brand-instant-pudding-and-pie-filling-vanilla-kraft-puddings,375,0.8g,0.2g,0,0,0,0mg,1411mg,93.5g,0.1g,74.9g,0.1g,0,4mg,0.12mg,5mg,0,0.4mg
powder-orange-flavor-gatorade-quaker-oats-drink-mix,388,1.23g,0g,0,0g,0g,0mg,63mg,94.11g,0g,80.5g,0g,0,40mg,0.34mg,30mg,0,0.4mg
powder-regular-jell-o-brand-fat-free-cook-and-serve-reduced-calorie-pudding-and-pie-filling-chocolate-kraft-puddings,360,1g,0.6g,0,0,0,0mg,426mg,91g,1.3g,60.1g,1.7g,0,21mg,2.68mg,351mg,0,0mg
powder-with-aspartame-and-acesulfame-potassium-sweetener-general-foods-international-coffees-sugar-free-fat-free-low-calorie-suisse-mocha-flavored-instant-coffee-kraft,337,5g,1.4g,0,0,0,0mg,516mg,72.8g,8.6g,5.4g,5.4g,0,75mg,4.7mg,1600mg,0,0mg
powder-with-aspartame-and-acesulfame-potassium-sweetener-general-foods-international-coffees-sugar-free-fat-free-low-calorie-french-vanilla-cafe-flavored-instant-coffee-kraft,363,4.9g,0.8g,0,0,0,0mg,929mg,76g,4.9g,6.4g,3.1g,0,62mg,0.82mg,1025mg,0,0mg
powder-with-aspartame-and-acesulfame-potassium-sweetener-crystal-light-sugar-free-low-calorie-soft-drink-mix-lemonade-kraft,228,0.1g,0g,0,0,0,0mg,29mg,7.6g,0.1g,3g,3.3g,0,7mg,0.02mg,3136mg,0,1.7mg
powder-regular-jell-o-brand-fat-free-cook-and-serve-reduced-calorie-pudding-and-pie-filling-vanilla-kraft-puddings,374,0.1g,0.1g,0,0,0,0mg,599mg,94.3g,0.3g,69.7g,0.1g,0,10mg,0.18mg,12mg,0,0mg
powder-with-iron-enfamil-mead-johnson-infant-formula,520,27g,11.5g,0,5.2g,10.3g,17mg,139mg,56.2g,0g,56g,10.8g,8mcg,400mg,9.3mg,560mg,470mcg,62mg
powder-with-iron-enfamil-lipil-mead-johnson-infant-formula,511,27g,11.5g,0,5.3g,10.63g,17mg,139mg,56.2g,0g,56g,10.8g,8mcg,400mg,9.3mg,560mg,470mcg,62mg
powder-with-aspartame-crystal-light-sugar-free-low-calorie-iced-tea-mix-kraft,283,0.4g,0g,0,0,0,0mg,178mg,42.9g,0g,8.6g,6.3g,0,16mg,1.05mg,1715mg,0,0mg
powder-with-aspartame-and-acesulfame-potassium-sweetener-jell-o-brand-fat-free-sugar-free-instant-reduced-calorie-pudding-and-pie-filling-chocolate-kraft-puddings,310,2.4g,1g,0,0,0,0mg,2887mg,74.6g,7.9g,0.7g,4.9g,0,126mg,7.17mg,1105mg,0,1.1mg
powder-with-aspartame-and-acesulfame-potassium-sweetener-jell-o-brand-fat-free-sugar-free-instant-reduced-calorie-pudding-and-pie-filling-vanilla-kraft-puddings,331,0.9g,0.1g,0,0,0,0mg,4154mg,77.9g,1.3g,0.9g,0.8g,0,147mg,0.08mg,31mg,0,0mg
powder-with-aspartame-and-acesulfame-potassium-sweetener-regular-jell-o-brand-sugar-free-cook-and-serve-reduced-calorie-pudding-and-pie-filling-chocolate-kraft-puddings,310,3g,1.6g,0,0,0,0mg,1085mg,74.5g,9.3g,0.7g,6.1g,0,69mg,11.83mg,1390mg,0,0mg
powder-with-aspartame-and-acesulfame-potassium-sweetener-regular-jell-o-brand-sugar-free-cook-and-serve-reduced-calorie-pudding-and-pie-filling-vanilla-kraft-puddings,349,0.3g,0.1g,0,0,0,0mg,1887mg,82.3g,0.9g,2.9g,1g,0,42mg,0.36mg,38mg,0,0mg
powder-with-aspartame-and-acesulfame-potassium-sweetener-jell-o-brand-sugar-free-low-calorie-gelatin-dessert-strawberry-kraft-gelatin-desserts,333,0.1g,0g,0,0,0,1mg,2282mg,4.9g,0g,0.1g,56.8g,0,21mg,1.17mg,18mg,0,0mg
powder-with-iron-good-start-supreme-nestle-infant-formula,509,26.1g,11.66g,0,5.88g,8.5g,32mg,138mg,57.32g,0g,39.3g,11.3g,0,328mg,7.7mg,553mg,461mcg,46.1mg
powder-with-iron-lactofree-lipil-enfamil-mead-johnson-infant-formula,521,28g,11.9g,0,5.5g,10.4g,7mg,156mg,56.3g,0g,57g,10.9g,8mcg,430mg,9.4mg,570mg,470mcg,62mg
powder-with-iron-good-start-2-essentials-nestle-infant-formula,471,19.3g,8.54g,0,4.31g,6.23g,6mg,184mg,62.23g,0g,44.3g,12.2g,0,565mg,8.5mg,636mg,354mcg,42mg
powder-without-added-ascorbic-acid-lemon-flavored-sweetened-with-sugar-instant-tea,401,0.73g,0.091g,0,0.209g,0.027g,0mg,5mg,98.55g,0.7g,95.29g,0.12g,0,2mg,0.21mg,169mg,0mcg,0mg
powdered-sugar,389,0.1g,0.02g,0,0.05g,0.032g,0mg,1mg,99.6g,0g,97.91g,0g,0,1mg,0.02mg,2mg,0mcg,0mg
pre-cooked-frozen-egg-and-cheese-biscuit-sandwich-sunny-fresh,226,8.96g,2.375g,0,3.704g,1.145g,112mg,569mg,24.83g,0g,1.82g,9.97g,0,102mg,2.27mg,40mg,0,0mg
pre-cooked-frozen-egg-and-cheese-pockets-breakfast-stuff-its-sunny-fresh,230,11.94g,4.79g,0,0.939g,1.411g,146mg,364mg,22.99g,1.5g,1.76g,10.63g,0,98mg,1.47mg,48mg,0,0mg
prepared-banana-and-maple-flavored-apple-mixn-eat-cream-of-wheat-cereals,88,0.3g,0.044g,0,0,0,0mg,161mg,19.3g,0.3g,0,1.6g,0,27mg,5.4mg,37mg,250mcg,0mg
prepared-from-powder-with-iron-lofenalac-mead-johnson-infant-formula,68,2.65g,0.346g,0,1.591g,0.677g,0mg,32mg,8.03g,0g,7.39g,2.23g,1mcg,64mg,1.27mg,69mg,62mcg,5.5mg
prepared-from-powder-with-iron-portagen-mead-johnson-child-formula,92,4.7g,4.088g,0,0.349g,0.15g,1mg,55mg,8.98g,0g,7.76g,3.49g,0,92mg,1.83mg,124mg,233mcg,8mg
prepared-from-powder-with-iron-pregestimil-mead-johnson-infant-formula,68,3.8g,2.304g,0,0.881g,0.631g,0mg,32mg,6.89g,0g,6.9g,1.9g,0,78mg,1.22mg,74mg,78mcg,8.1mg
prepared-from-powder-mead-johnsonnext-step-prosobee-infant-formula,69,3g,1.282g,0,0.591g,1.112g,0mg,24mg,8.33g,0g,8.01g,2.21g,1mcg,132mg,1.35mg,81mg,60mcg,8.1mg
prepared-with-boiling-water-apples-and-cinnamon-quakerinstant-oatmeal-cereals,87,1g,0.167g,0,0.287g,0.344g,0mg,111mg,17.77g,1.8g,8.1g,1.82g,0mcg,74mg,2.58mg,73mg,216mcg,0.2mg
prepared-with-boiling--water-fruit-and-cream-variety-instant-oatmeal-quaker-cereals,72,1.36g,0.288g,0,0.232g,0.433g,0mg,94mg,13.56g,1.1g,5.66g,1.45g,0,59mg,2.06mg,51mg,171mcg,0.1mg
prepared-with-boiling-water-baked-apple-instant-oatmeal-quaker-cereals,96,1.11g,0.19g,0,0.321g,0.384g,0mg,144mg,19.45g,1.8g,8.78g,2.02g,0,141mg,2.5mg,76mg,208mcg,0.2mg
prepared-with-boiling-water-apple-spice-nutrition-for-women-instant-oatmeal-quaker-cereals,107,1.19g,0.198g,0,0.358g,0.4g,0mg,192mg,21.02g,1.9g,9.66g,3g,0,242mg,4.28mg,83mg,204mcg,0.2mg
prepared-raisin-and-spice-instant-oatmeal-quaker-cereals,100,1.14g,0.198g,0,0.357g,0.397g,0mg,151mg,20.32g,1.6g,9.67g,2.07g,0mcg,70mg,2.45mg,96mg,204mcg,0.2mg
prepared-upside-down-cake,319,12.1g,2.915g,0,3.282g,5.194g,22mg,319mg,50.5g,0.8g,0,3.5g,0,120mg,1.48mg,112mg,62mcg,1.2mg
prepared-with-2%25-milk-dry-mix-chocolate-rennin,85,2.06g,1.231g,0,0.073g,0.581g,7mg,52mg,13.47g,0.5g,0,3.24g,1mcg,126mg,0.3mg,182mg,50mcg,0.9mg
prepared-with-2%25-milk-dry--mix-vanilla-rennin,77,1.77g,1.061g,0,0.065g,0.484g,7mg,46mg,12.34g,0g,0,3.06g,1mcg,121mg,0.05mg,142mg,51mcg,0.9mg
prepared-with-boiling-water-cinnamon-spice-instant-oatmeal-quaker-cereals,107,1.31g,0.226g,0,0.386g,0.467g,0mg,151mg,21.52g,1.8g,9.42g,2.4g,0,69mg,2.41mg,70mg,201mcg,0mg
prepared-with-boiling-water-brown-sugar-cinnamon-dinosaur-eggs-with-dinosaur-bones-instant-oatmeal-quaker-cereals,119,2.22g,1.039g,0,0.359g,0.451g,0mg,150mg,22.51g,1.7g,11.57g,2.28g,0,67mg,2.35mg,65mg,196mcg,0mg
prepared-with-boiling-water-french-vanilla-instant-oatmeal-quaker-cereals,102,1.31g,0.237g,0,0.391g,0.471g,0mg,154mg,20.16g,1.8g,7.88g,2.41g,0mcg,70mg,2.45mg,70mg,205mcg,0mg
prepared-with-boiling-water-express-baked-apple-instant-oatmeal-quaker-cereals,120,1.45g,0.247g,0,0.429g,0.485g,0mg,186mg,24.24g,2.3g,10.82g,2.53g,0,65mg,2.3mg,95mg,191mcg,0.2mg
prepared-with-boiling-water-express-cinnamon-roll-instant-oatmeal-quaker-cereals,121,1.58g,0.267g,0,0.47g,0.542g,0mg,144mg,23.9g,2.1g,9.7g,2.77g,0,65mg,2.3mg,82mg,192mcg,0mg
prepared-with-boiling-water-golden-brown-sugar-express-instant-oatmeal-quaker-cereals,121,1.5g,0.259g,0,0.451g,0.52g,0mg,170mg,24.1g,2g,10.16g,2.66g,0,65mg,2.3mg,78mg,192mcg,0mg
prepared-with-boiling-water-golden-brown-sugar-nutrition-for-women-instant-oatmeal-quaker-cereals,105,1.32g,0.226g,0,0.389g,0.456g,0mg,199mg,20.04g,1.7g,7.82g,3.24g,0,239mg,4.22mg,88mg,201mcg,0mg
prepared-with-boiling-water-honey-nut-instant-oatmeal-quaker-cereals,107,2.23g,0.306g,0,1.118g,0.57g,0mg,147mg,19.32g,1.7g,7.97g,2.47g,0,67mg,2.35mg,71mg,195mcg,0mg
prepared-with-boiling-water-maple-and-brown-sugar-instant-oatmeal-quaker-cereals,101,1.29g,0.222g,0,0.383g,0.463g,0mg,163mg,20.04g,1.8g,8.1g,2.38g,0,70mg,2.46mg,69mg,205mcg,0mg
